person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_encoded,log_person_age,log_income
21,42500,3.0,C,25000,12.73,True,0.59,True,3,False,True,True,False,False,False,False,2,3.044522437723423,10.657282884047461
24,41000,2.0,D,25000,15.31,True,0.61,False,3,False,True,False,True,False,False,False,3,3.1780538303479458,10.62135173563291
26,226000,4.0,B,20000,11.49,False,0.09,False,4,False,False,False,True,False,False,False,1,3.258096538021482,12.328294703023394
25,225000,0.0,E,30000,19.91,False,0.13,True,2,False,False,False,True,False,False,False,4,3.2188758248682006,12.323860125621126
26,213000,6.0,B,35000,10.65,True,0.16,False,2,False,False,True,False,False,False,False,1,3.258096538021482,12.269052139516223
24,225000,0.0,B,6000,10.99,False,0.03,False,4,False,True,False,False,True,False,False,1,3.1780538303479458,12.323860125621126
22,42000,6.0,D,25000,14.59,True,0.6,True,2,False,True,False,False,True,False,False,3,3.091042453358316,10.645448706505872
26,48000,2.0,B,25000,9.64,True,0.52,False,4,False,True,True,False,False,False,False,1,3.258096538021482,10.778977123006351
25,42360,1.0,E,25000,16.35,True,0.59,True,3,False,True,True,False,False,False,False,4,3.2188758248682006,10.65398340661328
21,49000,4.0,B,25000,10.99,True,0.51,False,2,False,True,True,False,False,False,False,1,3.044522437723423,10.799595985047786
25,225000,0.0,F,25000,18.67,False,0.11,False,2,False,False,False,False,False,False,True,5,3.2188758248682006,12.323860125621126
26,225000,1.0,A,3000,9.32,False,0.01,False,4,False,True,True,False,False,False,False,0,3.258096538021482,12.323860125621126
23,225000,8.0,A,7500,8.63,False,0.03,False,2,False,True,False,False,False,False,False,0,3.1354942159291497,12.323860125621126
26,225000,2.0,B,25000,10.08,False,0.11,False,2,False,False,False,False,False,False,True,1,3.258096538021482,12.323860125621126
22,49464,5.0,B,25000,11.83,True,0.51,False,3,False,True,False,False,False,True,False,1,3.091042453358316,10.809020627757324
23,50000,1.0,A,25000,7.9,True,0.5,False,3,False,True,False,False,False,False,False,0,3.1354942159291497,10.819798284210286
25,50000,4.0,A,25000,5.99,True,0.5,False,2,False,True,False,True,False,False,False,0,3.2188758248682006,10.819798284210286
24,44000,2.0,D,25000,15.33,True,0.57,False,2,False,True,False,False,False,False,False,3,3.1780538303479458,10.691967639914864
23,50000,1.0,B,25000,11.83,True,0.5,False,4,False,True,False,False,False,False,True,1,3.1354942159291497,10.819798284210286
22,50004,0.0,B,25000,10.36,True,0.5,False,2,False,True,False,False,False,False,True,1,3.091042453358316,10.819878279410617
22,50004,3.0,C,25000,12.23,True,0.5,False,3,False,True,False,False,False,False,True,2,3.091042453358316,10.819878279410617
22,52000,2.0,B,25000,11.11,True,0.48,False,4,False,True,True,False,False,False,False,1,3.091042453358316,10.859018228147887
23,13200,3.0,A,4950,7.9,True,0.38,False,4,True,False,False,False,False,False,False,0,3.1354942159291497,9.488047863280759
24,220000,1.0,B,25000,11.58,False,0.11,False,2,False,False,True,False,False,False,False,1,3.1780538303479458,12.301387370778713
23,216000,5.0,A,21000,8.9,False,0.1,False,3,False,False,False,False,False,False,False,0,3.1354942159291497,12.283038316285214
25,216000,2.0,D,25000,16.07,False,0.12,False,3,False,False,True,False,False,False,False,3,3.2188758248682006,12.283038316285214
26,216000,10.0,C,20000,14.22,False,0.09,True,2,False,False,True,False,False,False,False,2,3.258096538021482,12.283038316285214
23,215000,7.0,C,35000,14.79,False,0.16,True,3,False,False,False,False,True,False,False,2,3.1354942159291497,12.278397958261774
26,215000,11.0,A,12000,7.88,False,0.06,False,2,False,False,True,False,False,False,False,0,3.258096538021482,12.278397958261774
23,52000,1.0,C,25000,13.22,True,0.48,False,2,False,True,False,False,False,True,False,2,3.1354942159291497,10.859018228147887
26,46000,2.0,D,25000,11.86,True,0.54,False,4,False,True,False,False,False,False,False,3,3.258096538021482,10.736418414365376
22,53000,5.0,C,25000,13.43,True,0.47,True,4,False,True,True,False,False,False,False,2,3.091042453358316,10.87806606028079
26,47000,0.0,D,25000,15.28,True,0.53,True,2,False,True,False,True,False,False,False,3,3.258096538021482,10.757924157061597
23,47000,1.0,E,25000,17.93,True,0.53,False,2,False,True,False,False,False,False,True,4,3.1354942159291497,10.757924157061597
23,13200,2.0,B,1400,9.25,False,0.11,False,4,False,False,True,False,False,False,False,1,3.1354942159291497,9.488047863280759
21,13200,0.0,C,4500,12.98,True,0.34,False,4,True,False,False,False,False,False,True,2,3.044522437723423,9.488047863280759
22,210000,6.0,B,16000,10.62,False,0.08,False,4,False,False,False,False,False,False,True,1,3.091042453358316,12.25486757159303
26,210000,10.0,B,22000,11.83,False,0.1,False,4,True,False,False,False,False,True,False,1,3.258096538021482,12.25486757159303
26,48000,5.0,F,25000,18.43,True,0.52,False,2,False,True,False,False,False,False,True,5,3.258096538021482,10.778977123006351
22,54996,6.0,B,25000,10.99,True,0.45,False,4,False,True,True,False,False,False,False,1,3.091042453358316,10.915033917272405
24,55000,4.0,D,25000,15.31,True,0.45,True,4,False,True,False,True,False,False,False,3,3.1780538303479458,10.915106645867503
23,55000,4.0,B,25000,11.36,True,0.45,False,3,False,True,True,False,False,False,False,1,3.1354942159291497,10.915106645867503
23,55000,4.0,D,25000,15.65,True,0.45,True,3,False,True,True,False,False,False,False,3,3.1354942159291497,10.915106645867503
24,55164,8.0,C,25000,13.22,True,0.45,True,4,False,True,False,False,False,True,False,2,3.1780538303479458,10.918083973194406
26,56000,4.0,C,25000,12.87,True,0.45,False,2,False,True,False,False,False,False,False,2,3.258096538021482,10.933124826700707
24,203500,8.0,C,20000,13.04,False,0.1,False,3,True,False,False,False,True,False,False,2,3.1780538303479458,12.223426197857627
23,190000,5.0,F,22000,17.58,True,0.12,True,3,False,False,True,False,False,False,False,5,3.1354942159291497,12.154784614286667
23,13920,2.0,E,7750,17.04,True,0.56,False,4,True,False,False,False,False,True,False,4,3.1354942159291497,9.541153770388567
24,60000,0.0,B,25000,10.99,True,0.42,False,3,False,True,False,False,False,True,False,1,3.1780538303479458,11.002116507732017
24,60000,2.0,B,25000,11.11,True,0.42,False,3,False,True,False,False,False,True,False,1,3.1780538303479458,11.002116507732017
26,54000,7.0,D,25000,14.83,True,0.46,True,2,False,True,False,False,False,False,False,3,3.258096538021482,10.896757843893464
23,14000,2.0,D,4000,15.31,True,0.29,False,3,True,False,False,False,False,False,False,3,3.1354942159291497,9.546884034617925
24,200000,8.0,B,12000,12.69,False,0.06,False,2,False,True,False,False,True,False,False,1,3.1780538303479458,12.206077645517674
24,200000,8.0,C,12000,13.49,False,0.06,False,2,False,False,False,True,False,False,False,2,3.1780538303479458,12.206077645517674
21,200000,5.0,C,16000,14.65,False,0.08,False,4,False,False,True,False,False,False,False,2,3.044522437723423,12.206077645517674
25,54000,3.0,E,25000,16.82,True,0.46,False,4,False,True,False,True,False,False,False,4,3.2188758248682006,10.896757843893464
23,60000,3.0,C,25000,12.73,True,0.42,False,3,False,True,False,False,False,True,False,2,3.1354942159291497,11.002116507732017
23,60000,7.0,B,25000,10.25,True,0.42,False,4,False,True,False,False,False,True,False,1,3.1354942159291497,11.002116507732017
21,60000,6.0,B,25000,10.99,True,0.42,False,4,False,True,True,False,False,False,False,1,3.044522437723423,11.002116507732017
25,61959,9.0,C,25000,12.73,True,0.4,False,2,False,True,False,False,True,False,False,2,3.2188758248682006,11.034244294530804
22,56400,2.0,D,25000,14.96,True,0.44,True,3,False,True,False,True,False,False,False,3,3.091042453358316,10.94024216782542
23,200000,7.0,A,28000,7.49,False,0.14,False,2,False,False,True,False,False,False,False,0,3.1354942159291497,12.206077645517674
21,200000,2.0,C,25000,13.99,False,0.13,False,2,False,False,False,False,False,False,False,2,3.044522437723423,12.206077645517674
24,200000,3.0,A,24000,7.49,False,0.12,False,4,False,False,False,False,False,False,True,0,3.1780538303479458,12.206077645517674
26,200000,4.0,C,15000,14.79,False,0.07,False,3,False,False,True,False,False,False,False,2,3.258096538021482,12.206077645517674
25,200000,2.0,B,15500,11.99,False,0.08,False,2,False,False,False,False,False,False,False,1,3.2188758248682006,12.206077645517674
24,200000,8.0,A,10000,8.49,False,0.05,False,4,False,True,True,False,False,False,False,0,3.1780538303479458,12.206077645517674
24,66000,3.0,B,25000,9.91,True,0.38,False,2,False,True,True,False,False,False,False,1,3.1780538303479458,11.097425172408931
22,66000,6.0,C,25000,13.06,True,0.38,True,3,False,True,True,False,False,False,False,2,3.091042453358316,11.097425172408931
22,200000,6.0,A,9000,6.17,False,0.04,False,4,False,False,False,False,False,False,False,0,3.091042453358316,12.206077645517674
100,200000,4.0,B,6000,11.86,False,0.03,False,2,False,False,True,False,False,False,False,1,4.605170185988092,12.206077645517674
25,200000,5.0,D,18000,16.32,False,0.09,False,3,False,True,True,False,False,False,False,3,3.2188758248682006,12.206077645517674
25,200000,2.0,B,12000,10.38,False,0.06,False,2,False,False,False,False,False,False,True,1,3.2188758248682006,12.206077645517674
25,200000,9.0,C,23050,14.35,False,0.12,False,3,False,False,False,False,False,True,False,2,3.2188758248682006,12.206077645517674
24,200000,8.0,B,20000,10.99,False,0.1,False,3,False,False,False,False,False,False,False,1,3.1780538303479458,12.206077645517674
24,60000,2.0,E,25000,16.82,True,0.42,True,2,False,True,False,False,False,False,False,4,3.1780538303479458,11.002116507732017
21,14400,0.0,B,3000,10.99,True,0.21,False,4,True,False,False,True,False,False,False,1,3.044522437723423,9.575052927597383
26,66996,10.0,D,25000,15.21,True,0.37,True,2,False,True,False,False,False,True,False,3,3.258096538021482,11.11240312125122
23,67000,3.0,A,25000,7.9,True,0.37,False,4,False,True,True,False,False,False,False,0,3.1354942159291497,11.112462823634855
24,67000,2.0,B,25000,10.99,True,0.37,False,3,False,True,False,False,False,False,True,1,3.1780538303479458,11.112462823634855
24,68000,5.0,D,25000,14.09,True,0.37,True,3,False,True,False,False,False,True,False,3,3.1780538303479458,11.127277689932466
25,69000,9.0,D,25000,17.49,True,0.36,False,2,False,True,False,False,False,True,False,3,3.2188758248682006,11.141876276228
25,200000,0.0,B,12000,11.48,False,0.06,False,3,False,False,True,False,False,False,False,1,3.2188758248682006,12.206077645517674
26,188000,10.0,E,20000,17.74,True,0.11,False,2,False,False,False,False,False,False,True,4,3.258096538021482,12.144202560946876
26,200000,4.0,C,3000,13.92,False,0.01,False,3,False,False,False,False,False,True,False,2,3.258096538021482,12.206077645517674
25,69996,9.0,D,25000,15.21,True,0.36,False,3,False,True,True,False,False,False,False,3,3.2188758248682006,11.156207662970246
22,14400,2.0,B,4000,10.99,True,0.28,False,3,True,False,False,False,True,False,False,1,3.091042453358316,9.575052927597383
24,70000,3.0,B,25000,11.86,True,0.36,False,4,False,True,True,False,False,False,False,1,3.1780538303479458,11.156264806643742
24,14400,5.0,A,6000,7.49,True,0.42,False,3,True,False,False,False,False,True,False,0,3.1780538303479458,9.575052927597383
24,56100,7.0,D,25000,16.49,True,0.38,False,4,False,True,False,False,True,False,False,3,3.1780538303479458,10.934908916663861
25,66000,9.0,D,25000,15.33,True,0.38,True,2,False,True,False,False,False,False,True,3,3.2188758248682006,11.097425172408931
26,66000,3.0,B,25000,11.58,True,0.38,False,4,False,True,False,True,False,False,False,1,3.258096538021482,11.097425172408931
25,14400,7.0,A,5375,5.79,True,0.37,False,2,True,False,True,False,False,False,False,0,3.2188758248682006,9.575052927597383
25,72612,9.0,C,25000,13.11,True,0.34,False,2,False,True,False,False,True,False,False,2,3.2188758248682006,11.192899248143839
23,74000,3.0,B,25000,10.36,True,0.34,False,3,False,True,False,False,True,False,False,1,3.1354942159291497,11.211833885608513
25,75000,9.0,B,25000,10.36,True,0.33,False,2,False,True,False,False,False,False,False,1,3.2188758248682006,11.225256725762893
24,192000,0.0,C,22000,13.48,False,0.11,True,2,False,True,False,False,True,False,False,2,3.1780538303479458,12.165255859329688
21,192000,123.0,A,20000,6.54,False,0.1,False,4,False,False,False,False,False,False,True,0,3.044522437723423,12.165255859329688
25,191000,1.0,B,10000,12.53,False,0.05,False,4,False,False,False,False,True,False,False,1,3.2188758248682006,12.160033942617156
26,190300,5.0,A,15000,7.49,False,0.08,False,3,False,False,False,False,False,True,False,0,3.258096538021482,12.15636230813118
22,190000,3.0,C,10000,13.48,False,0.05,False,3,False,False,False,False,False,False,True,2,3.091042453358316,12.154784614286667
24,75000,4.0,B,25000,10.25,True,0.33,False,4,False,True,True,False,False,False,False,1,3.1780538303479458,11.225256725762893
22,71000,1.0,D,25000,15.95,True,0.35,True,4,False,True,True,False,False,False,False,3,3.091042453358316,11.170449240431308
26,190000,3.0,B,20000,12.18,False,0.11,False,4,False,False,False,False,False,False,True,1,3.258096538021482,12.154784614286667
23,189996,0.0,B,24000,11.83,False,0.13,False,3,True,False,False,False,False,True,False,1,3.1354942159291497,12.154763561544284
23,78000,7.0,C,25000,13.48,True,0.32,True,2,False,True,False,False,False,False,False,2,3.1354942159291497,11.264476926102367
23,78000,1.0,B,25000,10.62,True,0.32,False,3,False,True,False,False,False,False,True,1,3.1354942159291497,11.264476926102367
23,78504,7.0,B,25000,10.74,True,0.32,False,3,False,True,False,False,False,False,True,1,3.1354942159291497,11.270917596009623
25,186000,9.0,B,10000,10.25,False,0.05,False,4,True,False,False,False,False,False,True,1,3.2188758248682006,12.133507329024972
24,185000,4.789686296787225,B,35000,12.42,False,0.19,False,2,False,False,True,False,False,False,False,1,3.1780538303479458,12.128116509451258
25,185000,6.0,C,15000,15.27,False,0.08,False,2,False,True,False,False,False,False,True,2,3.2188758248682006,12.128116509451258
24,62050,8.0,D,25000,15.33,True,0.34,True,2,False,True,False,False,True,False,False,3,3.1780538303479458,11.035711906538346
23,79416,7.0,D,25000,15.21,True,0.31,True,2,False,True,False,False,False,False,True,3,3.1354942159291497,11.282467730111303
21,14400,4.0,C,6250,14.72,True,0.43,False,2,True,False,False,False,False,False,True,2,3.044522437723423,9.575052927597383
24,79631,8.0,D,25000,15.7,True,0.31,True,2,False,True,False,False,False,True,False,3,3.1780538303479458,11.285171301098336
24,79632,0.0,C,25000,13.35,True,0.31,False,4,False,True,True,False,False,False,False,2,3.1780538303479458,11.28518385878521
21,14400,0.0,C,1500,13.48,False,0.1,False,4,False,False,False,False,True,False,False,2,3.044522437723423,9.575052927597383
24,80000,6.0,A,25000,6.62,True,0.31,False,2,False,True,True,False,False,False,False,0,3.1780538303479458,11.289794413577894
26,80000,5.0,C,25000,13.61,True,0.31,False,4,False,True,False,False,False,False,False,2,3.258096538021482,11.289794413577894
22,185000,4.0,B,25000,11.36,False,0.14,False,2,False,True,False,False,True,False,False,1,3.091042453358316,12.128116509451258
26,185000,10.0,A,5000,7.68,False,0.03,False,2,True,False,False,False,False,True,False,0,3.258096538021482,12.128116509451258
24,184992,7.0,D,22000,14.46,False,0.12,True,4,False,True,False,True,False,False,False,3,3.1780538303479458,12.128073265506755
23,184000,5.0,B,2500,11.83,False,0.01,False,2,True,False,True,False,False,False,False,1,3.1354942159291497,12.122696471358964
24,172000,6.0,C,20000,13.47,True,0.12,True,4,False,False,False,False,False,False,False,2,3.1780538303479458,12.055255569732177
24,183000,2.0,B,20000,11.49,False,0.11,False,3,False,False,False,False,True,False,False,1,3.1780538303479458,12.117246896289503
22,183000,3.0,A,1000,7.49,False,0.01,False,2,False,False,True,False,False,False,False,0,3.091042453358316,12.117246896289503
25,182952,9.0,A,15000,6.03,False,0.08,False,3,False,False,False,False,False,True,False,0,3.2188758248682006,12.116984568235837
23,74004,7.0,E,25000,16.35,True,0.34,False,4,False,True,False,False,False,False,False,4,3.1354942159291497,11.211887937471289
26,74004,10.0,D,25000,15.31,True,0.34,True,4,False,True,False,False,False,False,False,3,3.258096538021482,11.211887937471289
25,81000,5.0,A,25000,7.29,True,0.31,False,3,False,True,False,False,False,False,False,0,3.2188758248682006,11.302216779257382
23,81600,1.0,B,25000,11.36,True,0.31,False,3,False,True,False,False,True,False,False,1,3.1354942159291497,11.309596795779068
24,82000,8.0,B,25000,10.25,False,0.3,False,2,False,True,False,False,False,False,True,1,3.1780538303479458,11.314486721293981
24,83000,5.0,B,25000,11.12,False,0.3,False,3,False,True,True,False,False,False,False,1,3.1780538303479458,11.326607934898927
24,83000,5.0,D,25000,12.92,False,0.3,True,3,False,True,False,False,False,True,False,3,3.1780538303479458,11.326607934898927
24,180000,8.0,E,18000,18.64,False,0.1,True,4,False,True,True,False,False,False,False,4,3.1780538303479458,12.100717685412471
23,180000,8.0,A,28000,7.51,False,0.16,False,3,False,False,False,False,False,True,False,0,3.1354942159291497,12.100717685412471
23,14400,2.0,E,4000,16.7,True,0.28,False,2,True,False,False,True,False,False,False,4,3.1354942159291497,9.575052927597383
22,14400,0.0,B,2100,11.14,False,0.15,False,4,True,False,False,False,False,True,False,1,3.091042453358316,9.575052927597383
22,84500,6.0,F,25000,18.3,False,0.3,False,4,False,True,False,False,False,True,False,5,3.091042453358316,11.344518647594766
24,85000,5.0,B,25000,10.62,False,0.29,False,4,False,True,False,False,True,False,False,1,3.1780538303479458,11.350418300109132
24,180000,7.0,B,14000,11.99,False,0.08,False,2,False,False,False,False,False,False,True,1,3.1780538303479458,12.100717685412471
26,180000,2.0,B,12000,9.63,False,0.07,False,4,False,False,False,False,False,False,True,1,3.258096538021482,12.100717685412471
25,142800,9.0,F,10000,18.25,True,0.06,False,4,False,False,False,False,True,False,False,5,3.2188758248682006,11.869207331664223
23,14664,0.0,C,6000,13.48,True,0.41,False,4,False,False,False,False,False,False,False,2,3.1354942159291497,9.593218981411551
24,87000,8.0,D,25000,14.84,False,0.29,False,3,False,True,False,True,False,False,False,3,3.1780538303479458,11.373674891823535
24,75000,0.0,E,25000,14.7,True,0.33,True,3,False,True,False,False,False,False,True,4,3.1780538303479458,11.225256725762893
23,76000,7.0,D,25000,16.02,True,0.33,False,4,False,True,False,False,False,False,False,3,3.1354942159291497,11.23850177707664
23,66215,1.0,D,25000,15.37,True,0.32,True,2,False,True,False,False,True,False,False,3,3.1354942159291497,11.100677404565232
25,90000,9.0,B,25000,10.99,False,0.28,False,4,False,True,False,False,True,False,False,1,3.2188758248682006,11.407576060361786
21,15000,0.0,A,6200,7.9,True,0.41,False,2,True,False,False,True,False,False,False,0,3.044522437723423,9.61587214452889
26,180000,2.0,B,25000,10.99,False,0.14,False,4,True,False,False,False,False,True,False,1,3.258096538021482,12.100717685412471
24,180000,8.0,B,21000,11.48,False,0.12,False,3,True,False,True,False,False,False,False,1,3.1780538303479458,12.100717685412471
25,180000,9.0,C,20000,14.26,False,0.11,True,4,True,False,False,False,True,False,False,2,3.2188758248682006,12.100717685412471
26,180000,0.0,A,10000,8.0,False,0.06,False,4,True,False,False,True,False,False,False,0,3.258096538021482,12.100717685412471
25,180000,3.0,B,9950,11.26,False,0.06,False,2,False,False,False,False,False,False,True,1,3.2188758248682006,12.100717685412471
23,15000,7.0,B,4475,10.99,True,0.3,False,4,True,False,False,False,True,False,False,1,3.1354942159291497,9.61587214452889
23,78000,2.0,D,25000,16.32,True,0.32,True,3,False,True,False,False,False,False,True,3,3.1354942159291497,11.264476926102367
25,66300,3.0,E,25000,17.93,True,0.32,True,4,False,True,False,False,True,False,False,4,3.2188758248682006,11.101960259016467
23,90000,0.0,B,25000,11.36,False,0.28,False,3,False,True,False,False,False,False,False,1,3.1354942159291497,11.407576060361786
24,79000,9.0,D,25000,14.96,True,0.32,True,4,False,True,False,False,False,False,False,3,3.1780538303479458,11.277215789596893
24,91800,4.0,C,25000,13.43,False,0.27,True,3,False,True,False,False,False,True,False,2,3.1780538303479458,11.427378469795439
25,92000,6.0,B,25000,12.69,False,0.27,False,3,False,True,False,True,False,False,False,1,3.2188758248682006,11.429554725537322
24,92000,1.0,C,25000,12.73,False,0.27,True,4,False,True,False,False,False,False,True,2,3.1780538303479458,11.429554725537322
23,93600,3.0,D,25000,15.21,False,0.27,False,4,False,True,False,False,False,False,True,3,3.1354942159291497,11.446796346169297
23,15000,1.0,C,1750,12.68,False,0.12,True,3,False,False,False,False,True,False,False,2,3.1354942159291497,9.61587214452889
